artist,genres
Thea Gilmore,Singer-Songwriter
Gloria Gaynor,Disco/Dance-Pop/Philly Soul
The Chambers Brothers,Psychedelic Soul/Soul/Psychedelic Rock
Gerard Way,Noise Pop/Indie Rock/Noise Rock
Glitterer,Indie Rock
The Weepies,Indie Pop/Folk Pop
Will Kimbrough,Singer-Songwriter/Americana
Dorothy Ashby,Soul Jazz/Lounge/Third Stream
Roberto Faz y Su Conjunto,
black midi,Experimental Rock/Comedy Rap/Math Rock
Double Virgo,Indie Rock/Slacker Rock
EASHA,
John Maus,Hypnagogic Pop/Synthpop/Post-Punk
Prep,Sophisti-Pop/Synth Funk
Azealia Banks,Hip House/East Coast Hip Hop/Trap
They Kiss,Alternative Rock/Indie Pop/Children's Music
Oscar Peterson Trio,Jazz/Cool Jazz/Christmas Music
Brandi Carlile,Singer-Songwriter/Americana/Folk Rock
EPO,City Pop
Men At Work,New Wave/Pop Rock
Scribz Riley,
5 Chinese Brothers,
Doja Cat,Pop Rap/Comedy Rap/Trap
The Decemberists,Folk Rock/Indie Folk/Indie Pop
Johnnie Frierson,Gospel/Soul
Soft Cell,Synthpop/New Wave
Dj Sterbyrock,
L'Imp�ratrice,Nu-Disco/Synthpop/Art Pop
Lenny Kravitz,Pop Rock/Hard Rock/Psychedelic Soul
Adventure Time,Instrumental Hip Hop/Electronic
Orville Peck,Contemporary Country
Dizzy Gillespie,Bebop/Jazz/Big Band
Boston,AOR/Hard Rock/Heavy Metal
Neck Deep,Pop Punk/Skate Punk/Pop Rock
Drivin' N' Cryin',Roots Rock/Hard Rock/Rock
Angel Du$t,Indie Rock/Melodic Hardcore/Power Pop
ROLE MODEL,Chiptune
Drugdealer,Psychedelic Pop/Blue-Eyed Soul/Baroque Pop
Just Mustard,Post-Punk/Shoegaze/Noise Rock
Dumbo Gets Mad,Psychedelic Pop/Psychedelic Rock/Neo-Psychedelia
The Chicks,
The Coventry,Darkwave/Post-Punk
The Velvet Underground & Nico,Art Rock/Proto-Punk/Experimental Rock
Jupiter Coyote,
Rodney Crowell,Country/Americana/Country Pop
Rod Stewart,Pop Rock/Rock/Roots Rock
The Vaccines,Indie Rock/Post-Punk Revival/Power Pop
The Coathangers,Indie Rock/Garage Punk
Portishead,Electro-Industrial/Trip Hop/Darkwave
Dreamer Isioma,Contemporary R&B
Junko Ohashi,City Pop/Kaykyoku/Idol kay
Laetitia Sadier,Art Pop
marcos g,
William Shatner,Spoken Word/Christmas Music/Rock
Sea Girls,Pop Rock/Indie Pop
Bowling for Soup,Pop Punk/Power Pop/Christmas Music
The Citizens of Halloween,
Duwap Kaine,Southern Hip Hop/Trap/Cloud Rap
Mayday Parade,Emo-Pop/Pop Punk/Pop Rock
Lauv,Electropop/Contemporary R&B/Synthpop
Pototo Y Filomeno,
The Waybacks and Friends,
William Onyeabor,Afro-Funk/Synthpop/Synth Funk
levitation room,Psychedelic Rock/Neo-Psychedelia
Shervin Hajipour,
Dizzee Rascal,Grime/UK Hip Hop/Pop Rap
Garbage,Alternative Rock/Pop Rock/Alternative Dance
Zo�,
Nelly Furtado,Dance-Pop/Contemporary R&B/Pop
Brent Faiyaz,Alternative R&B/Contemporary R&B
KC and the Sunshine Band,Disco/Funk/Pop Soul
Bachman-Turner Overdrive,Hard Rock/Boogie Rock/Rock
Michael Kiwanuka,Soul/Psychedelic Soul/Deep Soul
Deliriant Nerve,Grindcore
The Bevis Frond,Psychedelic Rock/Neo-Psychedelia/Indie Rock
Palehound,Indie Rock
The Softies,Twee Pop
The Sonics,
Tinash�,Contemporary R&B/Alternative R&B/Pop Rap
modernlove.,
Derek & The Dominos,Bubblegum
aespa,K-Pop/Electropop/Trap [EDM]
Deerhunter,Indie Rock/Neo-Psychedelia/Noise Rock
Bad Brains,Hardcore Punk/Alternative Metal/Reggae
Tito Rojas,
Whitney,Indie Folk/Indie Rock/Indie Pop
D savage,Plugg/Trap/West Coast Hip Hop
Deep Purple,Hard Rock/Blues Rock/AOR
Grouplove,Indie Rock/Indie Pop/Indietronica
Luna Li,Chamber Pop/Bedroom Pop
Toby Fox,Video Game Music/Sequencer & Tracker
Brian Eno,Ambient/Art Rock/Experimental Rock
Deathsiege,Death Metal
Nena,
Guadalcanal Diary,Jangle Pop
The Smile,Art Rock/Post-Punk/Jazz-Rock
The Bangles,Pop Rock/Jangle Pop/Paisley Underground
Michel Legrand,Film Score/Film Soundtrack/Chanson
Avicii,Festival Progressive House/Dance-Pop/Tropical House
Otis the 3rd,
Phantoms - Spiter - Bathe the Babe in Bats' Blood,Sunshine Pop/Psychedelic Pop/Baroque Pop
Lake Street Dive,Rhythm & Blues/Soul/Pop Soul
Bonnie Raitt,Pop Rock/Singer-Songwriter/Adult Contemporary
Michael Abels,Film Score/Cinematic Classical
Tigers Jaw,Indie Rock/Emo/Acoustic Rock
SHINee,
Boney M.,Euro-Disco/Disco/Europop
M.I.A,UK Hip Hop/Experimental Hip Hop/Political Hip Hop
Oh Wonder,Indie Pop/Alt-Pop/Synthpop
Golin,
Luther Vandross,Smooth Soul/Contemporary R&B/Pop Soul
Screaming Females,Indie Rock/Punk Rock/Garage Rock
EXO,K-Pop/Contemporary R&B/Dance-Pop
Golden Earring,Hard Rock/Nederbeat/Rock
Amorphia,Thrash Metal
Metallica,Thrash Metal/Heavy Metal/Hard Rock
SPINALL,Afrobeats
The Brian Jonestown Massacre,Neo-Psychedelia/Psychedelic Rock/Shoegaze
Amin�,Pop Rap/West Coast Hip Hop/Trap
Oingo Boingo,New Wave/Synthpop/Zolo
Tim Atlas,Alternative R&B
George Clanton,Noise Pop/Chillwave/Dream Pop
Johnny & The Headhunters,Pop
Michael Cera,
The Stooges,Proto-Punk/Hard Rock/Garage Rock
Ecco2k,Cloud Rap/Alternative R&B/UK Bass
Porter Robinson,Electropop/Synthpop/Progressive House
Matt and Kim,Indie Pop/Indie Rock/Indietronica
The Blasting Company,Poetry/Indie Folk/American Folk Music
Generation X,Punk Rock/Pop Punk
Sonic Boom,Neo-Psychedelia/Electronic/Drone
KAMRAN & HOOMAN,
4s4ki,Hyperpop/J-Pop/Japanese Hip Hop
Destroy Lonely,Trap/Southern Hip Hop/Pop Rap
Schoolgirl byebye,
DIIV,Dream Pop/Post-Punk/Indie Surf
Fugazi,Post-Hardcore/Spoken Word
Chris Brown,Contemporary R&B/Dance-Pop/Pop Rap
Jimmy Thackery & The Drivers,Electric Blues
The Monkees,Pop Rock/Sunshine Pop/Psychedelic Pop
Chloe x Halle,
Fox Stevenson,Dancefloor Drum and Bass/Electropop/Brostep
I Set My Friends On Fire,Metalcore/Post-Hardcore/Easycore
Ben Kweller,Power Pop/Indie Pop/Singer-Songwriter
Ben Folds Five,Piano Rock/Alternative Rock/Pop Rock
S.G. Goodman,Singer-Songwriter/Alt-Country
R�ma,Afrobeats/Contemporary R&B/Amapiano
Jiddy,
Bloc Party,Post-Punk Revival/Indie Rock/Indietronica
H�ctor Lavoe,Salsa dura/Salsa
Mariano Civico,
Mal Blum,Singer-Songwriter/Indie Pop
Ruel,Neo-Soul/Pop
The Misfits,
Young the Giant,Indie Rock/Indie Pop/Indietronica
LSD and the Search for God,
The Millennium,
Joshua Bassett,Singer-Songwriter/Contemporary R&B/Pop
The Mighty Mighty Bosstones,Ska Punk/Third Wave Ska/Ska
Asap Ant,Cloud Rap/Trap
illuminati hotties,Indie Rock/Indie Pop/Art Punk
Fats Domino,Rhythm & Blues/New Orleans R&B/Rock & Roll
Asagaya Romantics,
Chic,Disco/Funk/Boogie
Poison Girl Friend,Electropop
Al Stewart,Singer-Songwriter/Folk Pop/Pop Rock
Fazerdaze,Dream Pop/Indie Pop/Twee Pop
Poison,Glam Metal/Hard Rock/Acoustic Rock
Mt. Joy,Indie Folk/Indie Rock
Frank Sinatra,Vocal Jazz/Standards/Traditional Pop
Hum,Post-Hardcore/Alternative Rock/Alternative Metal
Mal,
Sturgill Simpson,Outlaw Country/Alt-Country
Evie Sands,Blue-Eyed Soul/Pop Soul/Baroque Pop
Clean Bandit,Dance-Pop/Tropical House/Electropop
Sword II,Noise Pop/Indie Rock/Slacker Rock
Sky Cries Mary,Psychedelic Rock/Space Rock/Alternative Rock
Styx,AOR/Progressive Rock/Pop Rock
Apink,K-Pop/J-Pop/Dance-Pop
Ex Hex,Indie Rock/Power Pop/Garage Rock Revival
Apollo Brown & Locksmith,Boom Bap/Instrumental Hip Hop/Conscious Hip Hop
$uicideboy$,Southern Hip Hop/Trap/Cloud Rap
Hot Chip,Indietronica/Alternative Dance/Synthpop
Asia,AOR/Progressive Rock/Pop Rock
Sam Cooke,Soul/Southern Soul/Pop Soul
People I Love,
Hot Milk,Pop Punk/Alternative Rock
Frankie Negr�n,
Hugh Masekela,Afro-Jazz/Jazz-Funk/Soul Jazz
Hotline TNT,Slacker Rock/Shoegaze
Nada Surf,Alternative Rock/Power Pop/Indie Rock
Looking Glass,Soft Rock/Yacht Rock/Pop
Stromae,Electro House/Electropop/Hip House
Selena,Latin Pop/Cumbia mexicana/Tejano Music
Cafun�,Indie Pop
Valerie June,None
Bill Frisell,Jazz/Avant-Garde Jazz/Chamber Jazz
Frankie Chan and Roel A. Garcia,
Chumped,Pop Punk
AURORA,None
Sam Fender,Heartland Rock/Indie Rock/Indie Pop
Syd,
Huey Lewis and the News,Pop Rock/New Wave/AOR
La Femme,
Kiss,Hard Rock/Glam Rock/Glam Metal
Randy Newman,Film Score/Singer-Songwriter/Cinematic Classical
TAEYEON,K-Pop/Contemporary R&B/Television Music
Art Lown,
Raphy Leavitt,
Marc Brauner,Deep House
Sara Bareilles,Singer-Songwriter/Pop/Adult Contemporary
M�tley Cr�e,Glam Metal/Hard Rock/Heavy Metal
Flyte,Indie Pop/Pop Rock/Indie Folk
Kengo Kurozumi,City Pop
N.E.R.D,Pop Rap/Experimental Hip Hop/Dance-Punk
Lily Chou-Chou,Alternative Rock/Pop Rock
Quasimoto,West Coast Hip Hop/Boom Bap/Abstract Hip Hop
Fleet Foxes,Chamber Folk/Indie Folk/Progressive Folk
Yleiset Syyt,Hardcore Punk
Josephine Foster,Singer-Songwriter/Freak Folk/Contemporary Folk
Cascada,Hands Up/Dance-Pop/Electropop
Itzy,K-Pop/Dance-Pop/Pop Rap
FogHorn,Shoegaze
Raul�n Rosendo,
"Slaughter Beach, Dog",Indie Rock/Singer-Songwriter
Sipper,Indie Rock/Indie Pop
Yeat,Trap/Rage/Pop Rap
Betty Chung,
Caroline Rose,Indie Pop/Indie Rock/Synthpop
Yellow Magic Orchestra,Synthpop/Electro-Disco/Ambient House
NCT DREAM,K-Pop/Dance-Pop/Pop Rap
Sarah Borges,Americana
The Kooks,Indie Pop/Indie Rock/Pop Rock
Padkarosda,Deathrock
Jennifer Lopez,Dance-Pop/Electro House/Contemporary R&B
Florist,Indie Folk/Singer-Songwriter/Bedroom Pop
The Kennedys,Jangle Pop/Folk Pop
Cavetown,Indie Pop/Bedroom Pop/Indie Folk
Wabie,
THE VOODOO DOLLS -,
Blind Willie McTell,Piedmont Blues/Country Blues/Blues
Al Massrieen,Arabic Pop
Sammy Rae & The Friends,
Jorja Smith,Contemporary R&B/Trip Hop/Alternative R&B
Wye Oak,Indie Pop/Indie Rock/Dream Pop
Little Walter,Chicago Blues/Blues/Electric Blues
Margot & The Nuclear So and So's,Canzone d'autore
RealYungPhil,East Coast Hip Hop/Plugg/Cloud Rap
Special Interest,Dance-Punk/Post-Punk/Noise Rock
feeble little horse,Noise Pop/Slacker Rock
Aaliyah,Contemporary R&B/Hip Hop Soul/Neo-Soul
Nine Inch Nails,Industrial Rock/Dark Ambient/Video Game Music
Little Simz,UK Hip Hop/Afro-Funk/Conscious Hip Hop
Immolation,Death Metal
Calvin Harris,Dance-Pop/Nu-Disco/Electro House
Charlie Burg,
Fireboy DML,Afrobeats
Cambrian Explosion,Heavy Psych
Jeff Aug,
"Little Nell, Patricia Quinn & Richard O'Brien",
Camera Obscura,Twee Pop/Chamber Pop/Indie Pop
Kirsty MacColl,Singer-Songwriter/Pop Rock/Jangle Pop
Chapterhouse,Shoegaze/Dream Pop/Baggy
Silver Apples,Psychedelic Rock/Electronic/Experimental Rock
Rupert Holmes,Yacht Rock/Soft Rock/Singer-Songwriter
T-Bone Walker,Electric Texas Blues/Electric Blues/Blues
Strawberry Switchblade,Twee Pop
Indigo Girls,Folk Pop/Singer-Songwriter/Folk Rock
Sleater-Kinney & Courtney Barnett,Indie Rock/Riot Grrrl/Indie Pop
Marcus Mumford,
Wordsworth,
Everything But the Girl,Sophisti-Pop/Downtempo/Deep House
Cibo Matto,Art Pop/Alternative Dance/Trip Hop
Gia Margaret,Singer-Songwriter/Indie Folk
Kansas,Progressive Rock/Hard Rock/AOR
Eric Hutchinson,Singer-Songwriter/Pop Rock
Momma,Indie Rock/Alternative Rock
Lightnin' Hopkins,Acoustic Texas Blues/Blues/Electric Texas Blues
High Tyde,
Sa�da Bonaire,Synthpop/Dance-Pop/Trip Hop
Stone Temple Pilots,Alternative Rock/Grunge/Hard Rock
Joe Cocker,Pop Rock/Blues Rock/Blue-Eyed Soul
Pia Fraus,Shoegaze/Dream Pop
Los Lobos,
At the Drive-In,Post-Hardcore
Hiroshi Sato,City Pop/Synth Funk
Juan Gabriel,Canci�n mel�dica/Latin Pop/Mariachi
Bauhaus,Gothic Rock/Post-Punk/Experimental Rock
Psychedelic Porn Crumpets,Heavy Psych/Psychedelic Rock/Stoner Rock
Modern Baseball,Midwest Emo/Pop Punk/Emo-Pop
Anxious,Emo/Emocore/Post-Hardcore
Ultimate Spinach,Psychedelic Rock/Pop Rock
Set It Off,Pop Rock/Pop Punk
Hoba Hoba Spirit,Hard Rock
No Vacation,Indie Pop/Jangle Pop/Bedroom Pop
Cryalot,Electropop/Bubblegum Bass/Electronic Dance Music
Blue Wave Theory,
Colter Wall,Western/Outlaw Country/Americana
Color Filter,Dream Pop/Indietronica/Shoegaze
Mom Jeans.,Emo-Pop/Midwest Emo/Pop Punk
Jonny Greenwood,Film Score/Modern Classical/Orchestral
Molly Tuttle,Singer-Songwriter/Progressive Bluegrass
Yung Lean,Cloud Rap/Trap/Pop Rap
"Crosby, Stills & Nash",Folk Rock/Pop Rock
Knocked Loose,Metalcore
Lots of Hands,
Knifeplay,Shoegaze/Dream Pop
Yusuf / Cat Stevens,Singer-Songwriter/Folk Pop/Folk Rock
Team Dresch,Queercore/Riot Grrrl/Indie Rock
Aterciopelados,Latin Alternative/Alternative Rock/Pop Rock
Moh Baretta,Plugg/East Coast Hip Hop/Cloud Rap
Pond,Grunge/Indie Rock
Smino & J. Cole,Pop Rap/Alternative R&B/Hip Hop
Equipoise Recast - Faceless Burial - At The Foothills Of Deliration,Death Metal
Suzanne Ciani,New Age/Progressive Electronic/Electronic
Jackson 5,Pop Soul/Disco/Soul
Absence Of Mine,Alternative Metal/Metalcore
Joni Mitchell,Singer-Songwriter/Vocal Jazz/Contemporary Folk
We Don't Ride Llamas,
Tate McRae,Alt-Pop/Pop/Electropop
Puce Mary,Death Industrial/Ambient/Drone
Marnik,Big Room House/Melbourne Bounce
Cosmo Pyke,Indie Rock/Singer-Songwriter
Hi-Fi Set,New Music/City Pop/Kaykyoku
Weldon Irvine,Jazz-Funk/Soul Jazz/Soul
At the Graves,Sludge Metal/Doom Metal/Atmospheric Sludge Metal
Alice In Chains,Grunge/Alternative Metal/Acoustic Rock
Mariya Takeuchi,City Pop/Disco
Rex Orange County,Bedroom Pop/Indie Pop/Neo-Soul
Cut Worms,Singer-Songwriter/Folk Rock
Skullcrusher,Indie Folk/Singer-Songwriter
Curtis Mayfield,Soul/Funk/Disco
Slutever,Slacker Rock/Garage Rock/Garage Punk
Mahalia,Contemporary R&B/Pop/Dance-Pop
Moon Tide Gallery,Dream Pop
The Happy Fits,Indie Rock/Indie Pop/Alternative Rock
A Flock of Seagulls,Synthpop/New Wave/New Romantic
Louie Zong,Jazz-Funk/Indie Pop/Folktronica
Soulja Boy,Southern Hip Hop/Trap/Snap
Ennio Morricone,Film Score/Spaghetti Western/Television Music
Monty Python,Comedy/Musical Comedy/Sketch Comedy
JVKE,Bedroom Pop/Contemporary R&B/Alt-Pop
Cursive,Indie Rock/Post-Hardcore/Midwest Emo
Blue Smiley,Slacker Rock
Heart,AOR/Hard Rock/Pop Rock
Uyama Hiroto,Instrumental Hip Hop/Nu Jazz
Albert King,Electric Blues/Blues/Soul Blues
MorMor,Indie Pop/Synthpop/Post-Punk
Alberto Barros,
Eva Cassidy,Vocal Jazz/Contemporary Folk/Adult Contemporary
�-Ziq,IDM/Jungle/Ambient Techno
Asobi Seksu,Shoegaze/Dream Pop/Indie Pop
SALES,Bedroom Pop/Twee Pop
Oliver Sim,Alt-Pop/Indietronica/Art Pop
Magnitude,Metalcore/Hardcore Punk
Joyce Wrice,Contemporary R&B
Ramona Lisa,Art Pop/Ambient Pop
Martin Garrix,Festival Progressive House/Dance-Pop/Electro House
Air Supply,Soft Rock/Adult Contemporary/Pop
Hector Rey,
TV on the Radio,Indie Rock/Art Rock/Post-Punk Revival
Sean Nicholas Savage,Sophisti-Pop/Folk Pop/Singer-Songwriter
grentperez,
The Garden,Gothic Rock
hanggai,Contemporary Folk/Mongolian Throat Singing/Mongolian Music
Fugees,East Coast Hip Hop/Boom Bap/Hardcore Hip Hop
Ace Hashimoto,
John Paesano,Film Score/Television Music/Film Soundtrack
Fury,Hardcore Punk
The K's,
Foghat,Hard Rock/Blues Rock/Boogie Rock
Panic! at the Disco,Pop Rock/Power Pop/Electropop
Patrick Stump,Electropop/Contemporary R&B
Ari Bald,Deep House
Madison McFerrin,Neo-Soul/Art Pop/A cappella
The Frijid Pink,Hard Rock/Blues Rock/Acid Rock
half�alive,Indie Pop/Funktronica/Alt-Pop
Future,Country Rock
Strawberry Guy,Bedroom Pop/Dream Pop/Psychedelic Pop
Jenny Lewis,Pop Rock/Soft Rock/Singer-Songwriter
Foals,Indie Rock/Dance-Punk/Alternative Rock
Origami Angel,Emo-Pop/Midwest Emo/Pop Punk
Jefre Cantu-Ledesma,Ambient/Drone/Hypnagogic Pop
Fun.,Pop Rock/Indie Pop/Power Pop
Ryan Woods,
Pantera,Groove Metal/Thrash Metal/Heavy Metal
Angelo Badalamenti,Television Music/Film Score/Ambient
Ladytron,Electropop/Synthpop/Electroclash
Jelani Aryeh,
john williams,
Stone Rebel,Psychedelic Rock/Stoner Rock/Jam Band
Fly Golden Eagle,
Getatchew Mekurya,Ethio-Jazz
The Damned,Punk Rock/Post-Punk/Gothic Rock
Ghost Fame,
b'',City Pop/Idol kay
Acetone,Slowcore/Alternative Rock
A Country Western,Slacker Rock
A CERTAIN RATIO -,Post-Punk/Funk/Dance-Punk
Frigid Pink,
Funky DL,UK Hip Hop/Jazz Rap/Instrumental Hip Hop
Fly By Nightcore,Techno/Electro/Electronic
Gerry Rafferty,Pop Rock/Soft Rock/Folk Rock
Mandy Moore & Zachary Levi,Teen Pop/Pop/Pop Rock
MIYAVI,Pop Rock/J-Rock/Electropop
Gerry Cinnamon,Pop Rock/Singer-Songwriter
Anti Lilly & Devante Hunter,
John Parr,AOR/Pop Rock/Film Soundtrack
"Jasmine Thompson,Trinix",
Manchester Orchestra,Indie Rock/Alternative Rock/Indie Folk
Galantis,Festival Progressive House/Tropical House/Electropop
Anna Nalick,Singer-Songwriter/Pop Rock/Acoustic Rock
Squirrel Flower,Singer-Songwriter/Indie Folk/Slowcore
The Dismemberment Plan,Indie Rock/Post-Punk Revival/Indie Pop
The Establishment,
The Dirty Mac,
GOT7,K-Pop/J-Pop/Contemporary R&B
Jean-Luc Ponty,Jazz Fusion/Jazz-Rock/Free Jazz
The Everly Brothers,Close Harmony/Pop/Country Pop
Leah Kate,Pop Punk/Pop Rock/Alt-Pop
The Expanding Universe,
Geek Music,
Geinoh Yamashirogumi,Tribal Ambient/New Age/Choral
La Luz,Surf Rock/Neo-Psychedelia/Indie Surf
b'&',b'City Pop'
Fred again..,Progressive House/Garage House/Future Garage
Gel,Hardcore Punk
Jordana & TV Girl,Indie Pop/Bedroom Pop/Indie Rock
Makoto Matsushita,
Panchiko,Indie Rock
The Dodos,Indie Folk/Indie Rock/Indie Pop
Jerry Goldsmith,Film Score/Cinematic Classical/Film Soundtrack
Orminge - T.G.T.B. - Stockholm Soul,Darkwave
Aoife O'Donovan,Singer-Songwriter/Americana
The Dresden Dolls,Dark Cabaret/Piano Rock/Alternative Rock
Speedy West,Western Swing
AnimalJam,Post-Hardcore/Math Rock
The Dream Academy,Sophisti-Pop/Pop Rock
Ganser,Noise Rock/Post-Punk
Gary Numan,Industrial Rock/Synthpop/New Wave
Sum 41,Pop Punk/Skate Punk/Melodic Hardcore
Jazz Spastiks,Jazz Rap/Instrumental Hip Hop/Boom Bap
j^p^n,Lo-Fi Hip Hop
Adekunle Gold,Afrobeats
Garrett Noah,Big Beat
Leblanc and Carr,
Jordin Sparks,Contemporary R&B/Pop/Dance-Pop
The Hu,
Jason Derulo,Dance-Pop/Electropop/Contemporary R&B
SHEL,
Self Defense Family,Post-Hardcore/Emo/Post-Punk
Spin Doctors,Alternative Rock/Pop Rock/Blues Rock
Jon McKiel,Indie Folk
Lee Bains + The Glory Fires,Southern Rock
The Go! Team,Indietronica/Indie Pop/Indie Rock
Foreigner,
The Depreciation Guild,Shoegaze/Dream Pop
Magic City Hippies,Synth Funk
George Michael,Dance-Pop/Pop/Contemporary R&B
SICK CVNT,New York Hardcore/Hardcore Punk
Madds Buckley,
The Flying Pickets,A cappella/Pop/Vocal Group
Adam Melchor,
Arcade Fire & Owen Pallett,Indie Rock/Synthpop/Alternative Dance
Antonio Ocasio,
Orchestral Manoeuvres In the Dark,Synthpop/Dance-Pop/Film Soundtrack
French Police,Post-Punk/Coldwave
Sun Ra & His Astro-Infinity Arkestra,Free Jazz/Avant-Garde Jazz/Post-Bop
Free Nationals,Psychedelic Soul/Neo-Soul
Freddie Dredd,Memphis Rap/Trap
Mallrat,Alt-Pop/Alternative R&B
Jorge Jimenez Ft. Ray Bayona,
The Immediate Family,
Foxing,Indie Rock/Indie Pop/Midwest Emo
umru,Hyperpop/Bubblegum Bass
General Public,Pop Rock
La Sonora Matancera,Guaracha
Fox Academy,Bedroom Pop/Indie Folk
Foushe�,Alternative R&B/Neo-Soul/Alt-Pop
The Greeting Committee,Indie Pop/Indie Rock
The Dickies,Punk Rock/Pop Punk
SE SO NEON,Indie Rock/Indie Pop
The Flannel Attractions,Pop Rock/New Wave
The Isley Brothers,Soul/Funk/Smooth Soul
Limes,
Giant Claw,Progressive Electronic/Glitch/Chiptune
JPEGMAFIA,Cloud Rap/Industrial Hip Hop/Experimental Hip Hop
Horii Katsumi Project,City Pop/Jazz Fusion/Smooth Jazz
Palace,Indie Rock/Indie Pop
JOHN FRANEAVILLA -,
JONATHAN X AND BLACK HEAT -,
Hooky,
POLO PERKS <3 <3 <3,East Coast Hip Hop/Trap/Plugg
Hoodoo Gurus,Power Pop/Garage Rock/Jangle Pop
slchld,
Taj Mahal,Blues/Acoustic Blues/Blues Rock
Albert Hammond,Singer-Songwriter/Pop/Pop Rock
Homer & Jethro,Progressive Rock/Psychedelic Rock
"Lorne Balfe, Harold Faltermeyer, Lady Gaga & Hans Zimmer",Film Score/Television Music/Film Soundtrack
Steven Falcon,
Tacoma Radar,
Taio Cruz,Dance-Pop/Electropop/Contemporary R&B
Steven Universe,
Joanne Robertson,
TUPELO CHAIN SEX -,Art Punk
TUMOR CIRCUS -,Noise Rock
TULIPS -,Noise Rock
Hunx & His Punx,Garage Rock
TOWEL -,
Sam Gellaitry,Future Bass/Dance-Pop/Synth Funk
Lil Yen,Trap/Pop Rap/Bop
PRIMITIVE HANDS -,
TRICKY WOO -,
Howard Shore & Ornette Coleman,Film Score/Cinematic Classical/Film Soundtrack
Joan Osborne,Pop Rock/Blue-Eyed Soul/Christmas Music
TRIPLE FORBIDDEN TABOO -,
TRIPLE XXX GIRLS -,New Wave
TROUSER -,
TROUT LYNCH -,
Loona,K-Pop/Dance-Pop/Electropop
Hot Mulligan,Emo/Pop Punk
TRUNK FEDERATION -,
Saucy Santana,Southern Hip Hop/Trap/Pop Rap
Save Ferris,Ska Punk/Third Wave Ska
TOTO,AOR/Pop Rock/Yacht Rock
ARNO KLEINI! -,Chanson
Jet,
Tavares,Disco/Soul/Smooth Soul
Alfie Templeman,Indie Pop/Indie Rock/Dance-Pop
Stevie Ray Vaughan,Blues Rock/Electric Texas Blues/Electric Blues
Latto,Southern Hip Hop/Trap/Memphis Rap
PARTYNEXTDOOR,Alternative R&B/Contemporary R&B/Afrobeats
Jessie Ware,Dance-Pop/Nu-Disco/Electro-Disco
Safety Trance & Arca,Latin Electronic
Steppenwolf,Hard Rock/Psychedelic Rock/Blues Rock
Aidan Bissett,
Loudon Wainwright III,Singer-Songwriter/Contemporary Folk/Film Soundtrack
Picturesque,Post-Hardcore
Louie Vega,House/Funky House
Teedra Moses,Contemporary R&B
Heavens to Betsy,
Heavenly,
"Heroes Glory - DOMINANT PATRI - Heroes Glory One Sided 12"" (2022 Reissue)",
Saint Etienne,Indie Pop/Alternative Dance/Synthpop
rockwell,Synth Funk/Dance-Pop
Tasha,
Los Cantores de Bayamon,Hispanic American Folk Music
Alemayehu Eshete,Tizita/Ethio-Jazz/Soul
shirley kwan,Cantopop/J-Pop
Hockey Dad,Indie Rock
Talib Kweli,East Coast Hip Hop/Conscious Hip Hop/Chipmunk Soul
Talib Kweli & Hi-Tek,East Coast Hip Hop/Conscious Hip Hop/Chipmunk Soul
Talk Down,Post-Grunge/Pop Rock/Alternative Rock
Stephen Sanchez,Pop Soul/Blue-Eyed Soul/Indie Pop
Joe Bonamassa,Blues Rock/Acoustic Blues/Hard Rock
Tally Hall,Indie Pop/Pop Rock/Indie Rock
Stephen Malkmus,Indie Rock/Indietronica/Indie Pop
Alexandra Savior,Indie Pop/Psychedelic Pop/Neo-Psychedelia
Hikaru Utada,J-Pop/Contemporary R&B/Dance-Pop
Saint�,UK Hip Hop/Trap
Joe Corti,Nu-Disco
Hurlee,
Joan Armatrading,Singer-Songwriter/Folk Rock/Pop Rock
Lido Pimienta,Art Pop/Latin Electronic/Cumbia
THE SPACE INVADERS -,
Iramo,
Jill Scott,Neo-Soul/Contemporary R&B
T. TEX EDWARDS & LITHIUM X MAS -,
Abbie Ozard,None
Inova,
JEFF DAHL -,Punk Rock
THE SENSATIONAL ALEX HARVEY BAND -,Glam Rock/Hard Rock
Inhaler,Post-Punk Revival/Indie Rock
Incendiary,Metalcore/New York Hardcore
Lilly Hiatt,Alt-Country/Singer-Songwriter
Parannoul,Shoegaze/Emo/Noise Pop
Indigo De Souza,Indie Rock/Slacker Rock
THE TIMES -,Mod Revival/Indie Pop/Baggy
Indian Wells,
T-Rextasy,Indie Pop
India.Arie,Neo-Soul/Contemporary R&B
THE METERS -,Funk/Deep Funk/New Orleans R&B
JAWNY,Bedroom Pop/Indie Pop/Hypnagogic Pop
Irma Thomas,Southern Soul/Soul/New Orleans R&B
THE JIVE TURKEYS -,
THE (VERY NICE) PLANTS -,
Akbar,Boom Bap
THE BLSSM,
Akiko Mizuhara,City Pop
THE BYRDS -,Folk Rock/Psychedelic Rock/Country Rock
yasuha,City Pop
Abner Jay,Country Blues
Linda Ronstadt,Country Rock/Pop/Pop Rock
Lilys,None
Sarah & Christian Dugas,
THE DANDY WARHOLS -,Neo-Psychedelia/Alternative Rock/Indie Rock
Link Wray,Rock & Roll/Rockabilly/Garage Rock
JACK YAK -,
Linkin Park,Alternative Rock/Nu Metal/Rap Rock
Jim Legxacy,Alternative R&B
JIMMY SMITH -,
In the Woods...,Progressive Metal/Atmospheric Black Metal/Avant-Garde Metal
